Price,Close,High,Low,Open,Volume,Symbol
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,AAPL
2016-05-09,21.162857055664062,21.38636723232578,21.117241490999312,21.210752093520146,131745600,AAPL
2016-05-10,21.306541442871094,21.340752680189393,21.007766899739963,21.286015744513602,134747200,AAPL
2016-05-11,21.098997116088867,21.340753519887194,21.087592789848767,21.320227820722074,114876400,AAPL
2016-05-12,20.604074478149414,21.160572087929754,20.405652462245044,21.14688829098616,305258800,AAPL
2016-05-13,20.64512825012207,20.907412053370802,20.526531279465186,20.526531279465186,177571200,AAPL
2016-05-16,21.411455154418945,21.52777266813893,20.90285422864495,21.071627466161107,245039200,AAPL
2016-05-17,21.322507858276367,21.59847550804325,21.213033979719814,21.56426600852928,187667600,AAPL
2016-05-18,21.566539764404297,21.7147872698688,21.413731573565634,21.475312136477342,168249600,AAPL
2016-05-19,21.48444175720215,21.584794274523496,21.34075662199251,21.584794274523496,121768400,AAPL
2016-05-20,21.717079162597656,21.764974212829753,21.557427255101018,21.58479660097207,128104000,AAPL
2016-05-23,21.993038177490234,22.16637381934643,21.81970253563404,21.86531809404653,152074400,AAPL
2016-05-24,22.328304290771484,22.371636894552335,22.08654619048236,22.173214878155196,140560800,AAPL
2016-05-25,22.72059440612793,22.74796200613963,22.3762042721811,22.503924379051572,152675200,AAPL
2016-05-26,22.90077018737793,22.973753348456786,22.497080718241886,22.73427642676213,225324800,AAPL
2016-05-27,22.8870849609375,22.914454299236763,22.636205450056355,22.679539800682896,145364800,AAPL
2016-05-31,22.775331497192383,22.898490918229353,22.5381357685348,22.716032130013996,169228800,AAPL
2016-06-01,22.45602798461914,22.702346810204308,22.426379173042644,22.583748083786627,116693200,AAPL
2016-06-02,22.287254333496094,22.314621931348405,22.03865429931745,22.25988499558797,160766400,AAPL
2016-06-03,22.332870483398438,22.412695552210707,22.225676073826534,22.303221669284163,114019600,AAPL
2016-06-06,22.494794845581055,23.23831184135101,22.248477815495967,22.34882855365824,93170000,AAPL
2016-06-07,22.586030960083008,22.777612862996868,22.570065946511516,22.63620721418083,89638000,AAPL
2016-06-08,22.56550407409668,22.70690797542668,22.506204709637323,22.583748560036888,83392400,AAPL
2016-06-09,22.727434158325195,22.804978004438173,22.456027216818192,22.465150329311918,106405600,AAPL
2016-06-10,22.540416717529297,22.659013710439098,22.460591651142323,22.471994237737064,126851600,AAPL
2016-06-13,22.200580596923828,22.606551186875574,22.14584367358134,22.508479923356937,152082000,AAPL
2016-06-14,22.227951049804688,22.46058603084139,22.0660197442094,22.19602103123973,127727600,AAPL
2016-06-15,22.154970169067383,22.444623318622153,22.129882046190804,22.31005959227909,117780800,AAPL
2016-06-16,22.24848747253418,22.294101306038115,21.910939188413934,21.9976061680939,125307200,AAPL
2016-06-17,21.742164611816406,22.043220419024696,21.735322711206962,22.03637851841525,244032800,AAPL
2016-06-20,21.689706802368164,22.024973847454927,21.673741787842893,21.89497251773313,137647600,AAPL
2016-06-21,21.874441146850586,21.97479189497669,21.59391111854967,21.65321047429848,142185600,AAPL
2016-06-22,21.79233741760254,22.097953863452847,21.746721854005294,21.951987540053324,116876400,AAPL
2016-06-23,21.91777992248535,21.96111428004623,21.723918530330895,21.88128920563629,128960800,AAPL
2016-06-24,21.30198097229004,21.589352932595514,21.130926524022275,21.1902258866374,301245600,AAPL
2016-06-27,20.99180030822754,21.222154099445902,20.868640907181753,21.2107497745126,181958400,AAPL
2016-06-28,21.34531593322754,21.361282687277768,21.014611326180614,21.187947006729193,161779600,AAPL
2016-06-29,21.530054092407227,21.56426533090208,21.354437213493046,21.431982803418443,146124000,AAPL
2016-06-30,21.803741455078125,21.842513381675214,21.50724810220776,21.539178128823707,143345600,AAPL
2016-07-01,21.86988067626953,22.00216319705296,21.74216058175079,21.778651291589384,104106000,AAPL
2016-07-05,21.664613723754883,21.75812431607707,21.543735535674536,21.755843103078664,110820800,AAPL
2016-07-06,21.78777313232422,21.817423681146657,21.523209846255547,21.57566556484717,123796400,AAPL
2016-07-07,21.881290435791016,22.009010562027278,21.80830725793369,21.82655174735586,100558400,AAPL
2016-07-08,22.050060272216797,22.097955312091806,21.906375152591764,22.00672591897257,115648400,AAPL
2016-07-11,22.118492126464844,22.271300424171542,22.061473949106524,22.06603463767025,95179600,AAPL
2016-07-12,22.21883201599121,22.28269206483961,22.15041128082042,22.161813866654306,96670000,AAPL
2016-07-13,22.093393325805664,22.275850361255056,22.08654968617815,22.21655273826332,103568800,AAPL
2016-07-14,22.531295776367188,22.576909607255484,22.196028725164265,22.211993739980777,155676000,AAPL
2016-07-15,22.529010772705078,22.647609497152324,22.465150724182323,22.560940796966456,120548000,AAPL
2016-07-18,22.768489837646484,22.836910578907997,22.48795975231194,22.510766666065777,145975600,AAPL
2016-07-19,22.777610778808594,22.80725958985531,22.656730841335474,22.706907090842087,95119600,AAPL
2016-07-20,22.79813575744629,22.91217205179529,22.747959509523806,22.8072588698009,105104000,AAPL
2016-07-21,22.677263259887695,23.03533724448185,22.608840770069726,22.76849266629292,130808000,AAPL
2016-07-22,22.501646041870117,22.64761238282225,22.421819230989637,22.638489269005735,113254800,AAPL
2016-07-25,22.200580596923828,22.54268941291135,22.10479054606062,22.40812744718286,161531600,AAPL
2016-07-26,22.047775268554688,22.3442703102066,21.99075712516437,22.08198650260001,224959200,AAPL
2016-07-27,23.48007583618164,23.799377856316067,23.434462007615018,23.78113162886701,369379200,AAPL
2016-07-28,23.797096252441406,23.822184379758244,23.450426636877086,23.4527078502848,159479200,AAPL
2016-07-29,23.76744270324707,23.844988283156116,23.64656451756051,23.762882017396254,110934800,AAPL
2016-08-01,24.187101364135742,24.209908277480622,23.813062417100653,23.813062417100653,152671600,AAPL
2016-08-02,23.829023361206055,24.191657919614244,23.719547759767256,24.18709723374647,135266400,AAPL
2016-08-03,24.127805709838867,24.1392082982378,23.895170633781024,23.904293748533902,120810400,AAPL
2016-08-04,24.27684783935547,24.3066572608997,24.14155515807838,24.21034828408122,109634800,AAPL
2016-08-05,24.646041870117188,24.685023837541912,24.347940561555625,24.36857745625727,162213600,AAPL
2016-08-08,24.850122451782227,24.850122451782227,24.572659826944946,24.655209143470145,112148800,AAPL
2016-08-09,24.951017379760742,24.98082855670486,24.76757192313929,24.81801999229191,105260800,AAPL
2016-08-10,24.765275955200195,24.971653604723272,24.710242498488057,24.928084503856724,96034000,AAPL
2016-08-11,24.749223709106445,24.97853181286932,24.730878640929735,24.884514650575184,109938000,AAPL
2016-08-12,24.806549072265625,24.866169665102568,24.714825487012305,24.714825487012305,74641600,AAPL
2016-08-15,25.104656219482422,25.118414148202916,24.7836244699733,24.797382398693795,103472800,AAPL
2016-08-16,25.081722259521484,25.276635566731418,25.042740297872363,25.13904929117566,135177600,AAPL
2016-08-17,25.04503059387207,25.079427158262995,24.843238349169017,25.017512992462944,101424000,AAPL
2016-08-18,25.0129337310791,25.132173200780876,24.999174052261015,25.04733030390077,87938800,AAPL
2016-08-19,25.077133178710938,25.152805269241206,24.847825085818176,24.941840494173615,101472400,AAPL
2016-08-22,24.882226943969727,25.0175179078117,24.730882730706888,24.962484443662618,103280800,AAPL
2016-08-23,24.960189819335938,25.06796492129755,24.886811287072188,24.900569215158452,85030800,AAPL
2016-08-24,24.772153854370117,24.937255966895645,24.691896368970756,24.895980438764262,94700400,AAPL
2016-08-25,24.666667938232422,24.737752876981034,24.4625839048405,24.625392417463175,100344800,AAPL
2016-08-26,24.5222110748291,24.753811017933824,24.377745838605023,24.629986171859084,111065200,AAPL
2016-08-29,24.49468994140625,24.636861586077046,24.37315693442919,24.44882902350309,99881200,AAPL
2016-08-30,24.306655883789062,24.421309920976746,24.19200184660138,24.260794968706698,99455600,AAPL
2016-08-31,24.32958984375,24.437364934138508,24.224108324290317,24.22869546614797,118649600,AAPL
2016-09-01,24.47406005859375,24.49011155940259,24.219527867566185,24.33876733793436,106806000,AAPL
2016-09-02,24.7033634185791,24.765275838403014,24.494692199078216,24.696482705725746,107210000,AAPL
2016-09-06,24.696483612060547,24.83406988246435,24.652916259282637,24.74234628535585,107521600,AAPL
2016-09-07,24.847827911376953,24.939551508860745,24.552020227969834,24.726294888240826,169457200,AAPL
2016-09-08,24.19659423828125,24.597883484529294,24.13238823879873,24.59329809148723,212008000,AAPL
2016-09-09,23.648542404174805,24.242451259779802,23.648542404174805,23.994798105717134,186228000,AAPL
2016-09-12,24.178251266479492,24.242457266891048,23.510963727597325,23.53848133469469,181171200,AAPL
2016-09-13,24.75381088256836,24.94643061331975,24.59100232711968,24.652916499300602,248704800,AAPL
2016-09-14,25.629770278930664,25.91869902790144,24.90286388817397,24.93267506632283,443554800,AAPL
2016-09-15,26.501134872436523,26.537825005177208,26.024173643698507,26.109018263549984,359934400,AAPL
2016-09-16,26.352094650268555,26.62955732786002,26.150304089151813,26.397957334260436,319547600,AAPL
2016-09-19,26.04482078552246,26.64102164139004,25.969148674145867,26.41400705674264,188092000,AAPL
2016-09-20,26.042522430419922,26.168642592880882,25.799456389475605,25.923282980942165,138057200,AAPL
2016-09-21,26.037931442260742,26.13882580106485,25.78339935052643,26.106722811970585,144012800,AAPL
2016-09-22,26.28329086303711,26.356669373363477,26.14111923388154,26.22137670619449,124296000,AAPL
2016-09-23,25.845319747924805,26.322281089744948,25.579323220417336,26.23743644977777,209924800,AAPL
2016-09-26,25.88430404663086,26.00125169616866,25.579325528437412,25.599962422747524,119477600,AAPL
2016-09-27,25.932456970214844,25.953095612750452,25.76047586350802,25.911820077161522,98429600,AAPL
2016-09-28,26.129655838012695,26.287878978023162,26.010416402434487,26.070036994964525,118564400,AAPL
2016-09-29,25.72378158569336,26.095261321010998,25.63664514137623,25.948504283486425,143548000,AAPL
2016-09-30,25.92328453063965,25.996663061508404,25.63664937107699,25.787991825595345,145516400,AAPL
2016-10-03,25.801740646362305,25.923275380684643,25.746707205006047,25.84530973507185,86807200,AAPL
2016-10-04,25.911813735961914,26.212206768995948,25.82696911426963,25.925571661297255,118947200,AAPL
2016-10-05,25.92328453063965,26.063162628464802,25.84073346472703,26.00354202542076,85812400,AAPL
2016-10-06,26.115901947021484,26.219089902414694,25.941627283963353,26.072332843886418,115117200,AAPL
2016-10-07,26.15488624572754,26.269540317293217,26.02876781669467,26.212213281510376,97433600,AAPL
2016-10-10,26.611207962036133,26.771722945858713,26.306227743291114,26.375019129437028,144944000,AAPL
2016-10-11,26.668535232543945,27.216581503017665,26.645603020806266,26.989565203085945,256164000,AAPL
2016-10-12,26.907011032104492,27.05376982245271,26.771720095782907,26.909304602909817,150347200,AAPL
2016-10-13,26.824462890625,26.92994440897911,26.53553418849209,26.780893790844086,140769600,AAPL
2016-10-14,26.973514556884766,27.097341156356055,26.85886049250196,27.030841589076168,142608800,AAPL
2016-10-17,26.955169677734375,27.021667491687403,26.778601449083403,26.904721612405524,94499600,AAPL
2016-10-18,26.936824798583984,27.106512315401456,26.932237656531512,27.09963335180484,98214000,AAPL
2016-10-19,26.856569290161133,27.003326355996805,26.095266355082757,26.88637871777449,80138400,AAPL
2016-10-20,26.842803955078125,26.916182472530696,26.67541003220906,26.79694303772596,96503200,AAPL
2016-10-21,26.73732566833496,26.808412373125577,26.663947142037795,26.785480162203534,92770800,AAPL
2016-10-24,26.978103637695312,26.998740531015642,26.829052993391123,26.851983458018925,94154800,AAPL
2016-10-25,27.115686416625977,27.1409104509256,26.900136214240906,27.04689327772115,192516000,AAPL
2016-10-26,26.50572395324707,26.530947985646417,25.98290173530075,26.212209848398754,264536800,AAPL
2016-10-27,26.251197814941406,26.5676424325276,26.164059598162606,26.459867321974247,138248000,AAPL
2016-10-28,26.07691764831543,26.41858623055785,26.01500348104425,26.11131421352364,151446800,AAPL
2016-10-31,26.035642623901367,26.193865777232485,25.95767695795487,26.06086665557682,105677600,AAPL
2016-11-01,25.565561294555664,26.088383517719134,25.345425713722733,26.01729856178367,175303200,AAPL
2016-11-02,25.5884952545166,25.762769935890997,25.505945931215383,25.544927896284744,113326800,AAPL
2016-11-03,25.314210891723633,25.689901445652822,25.24967526365864,25.57926944281683,107730400,AAPL
2016-11-04,25.08603286743164,25.411018161450443,24.917779491556118,25.014582948234988,123348000,AAPL
2016-11-07,25.44789695739746,25.47094514851172,25.22893474565132,25.37183634410256,130240000,AAPL
2016-11-08,25.59771156311035,25.749832792577866,25.284251234326657,25.424847488786884,97016800,AAPL
2016-11-09,25.55622673034668,25.6576408937037,24.90395422624573,25.325741274327616,236705600,AAPL
2016-11-10,24.844026565551758,25.604627486259076,24.39227530004007,25.604627486259076,228538000,AAPL
2016-11-11,24.99153709411621,25.092951253527417,24.558225086706866,24.689601721187557,136575600,AAPL
2016-11-14,24.36461067199707,24.848629645385405,23.98892011462399,24.825581457788626,204702000,AAPL
2016-11-15,24.68729591369629,24.81867254572557,24.46833544646895,24.562833563595227,129058000,AAPL
2016-11-16,25.351091384887695,25.406409152941595,24.569745935384784,24.592794126175125,235362000,AAPL
2016-11-17,25.341873168945312,25.434067695708052,25.083730604166846,25.309605348348004,110528000,AAPL
2016-11-18,25.367219924926758,25.477853679152993,25.27502718127941,25.288855741133737,113715600,AAPL
2016-11-21,25.752140045166016,25.81206499593885,25.35570479069008,25.381058330811058,117058400,AAPL
2016-11-22,25.768268585205078,25.91116840868547,25.676074072933307,25.80283998865094,103862000,AAPL
2016-11-23,25.63689422607422,25.70142986278753,25.429456994878407,25.666856697844196,109705600,AAPL
2016-11-25,25.76596450805664,25.78440376311213,25.572355846902315,25.61384329154509,45903600,AAPL
2016-11-28,25.715253829956055,25.922691024081974,25.673766391130872,25.68298601736579,108776000,AAPL
2016-11-29,25.689903259277344,25.821279870959838,25.369528684148737,25.533173112141732,114115200,AAPL
2016-11-30,25.47325325012207,25.860468908228135,25.415631882894765,25.72217797857552,144649200,AAPL
2016-12-01,25.23584747314453,25.570052378346286,25.1298243937763,25.43867576277433,148347600,AAPL
2016-12-02,25.330352783203125,25.3741438254999,25.088342343210527,25.162097621171156,106112000,AAPL
2016-12-05,25.14826202392578,25.36030816896057,24.950044440121594,25.35339388834527,137298000,AAPL
2016-12-06,25.341873168945312,25.436373042454814,25.166705502406877,25.238155425377442,104782000,AAPL
2016-12-07,25.59079360961914,25.62767211757953,25.15978703823238,25.1828352264756,119994800,AAPL
2016-12-08,25.84202766418457,25.91347758648894,25.49168881744554,25.551615523052224,108273200,AAPL
2016-12-09,26.26381492614746,26.436679004446273,25.885818948944532,25.885818948944532,137610400,AAPL
2016-12-12,26.11400032043457,26.505824854021338,25.92730592353313,26.111694973729435,105497600,AAPL
2016-12-13,26.54961585998535,26.717869230371825,26.217716295383603,26.23845913893912,174935200,AAPL
2016-12-14,26.54961585998535,26.782404866052346,26.501214133224963,26.515042695595305,136127200,AAPL
2016-12-15,26.6948184967041,26.90456105114508,26.558832957115,26.593404359746792,186098000,AAPL
2016-12-16,26.729389190673828,26.85154615793511,26.65563394109359,26.844631878046943,177404400,AAPL
2016-12-19,26.88382339477539,27.054382139512974,26.67869148001228,26.690216456175612,111117600,AAPL
2016-12-20,26.955265045166016,27.08203271017368,26.89303476500294,26.906863325380527,85700000,AAPL
2016-12-21,26.980621337890625,27.05898729112849,26.91608570490892,26.92069639781568,95132800,AAPL
2016-12-22,26.803157806396484,26.853864895481376,26.65334188640878,26.816986373068826,104343600,AAPL
2016-12-23,26.856163024902344,26.856163024902344,26.641811492731268,26.641811492731268,56998000,AAPL
2016-12-27,27.026723861694336,27.151186213418192,26.84924908372231,26.85616336574068,73187600,AAPL
2016-12-28,26.911481857299805,27.201892260611118,26.782408808474774,27.08664953465647,83623600,AAPL
2016-12-29,26.904560089111328,26.992143903420146,26.828499489113067,26.840022703423617,60158000,AAPL
2016-12-30,26.6948184967041,27.01288771016473,26.604929332933402,26.88612179743211,122345200,AAPL
2017-01-03,26.770883560180664,26.812371008715775,26.45050894700677,26.690214009824704,115127600,AAPL
2017-01-04,26.740915298461914,26.85385441040477,26.67868501426944,26.70173320254576,84472400,AAPL
2017-01-05,26.876909255981445,26.93453062017685,26.69252018717036,26.717873728093494,88774400,AAPL
2017-01-06,27.17653465270996,27.23415600333469,26.84463511040302,26.916085022469183,127007600,AAPL
2017-01-09,27.425460815429688,27.52687496730904,27.183452169077967,27.185755757283022,134247600,AAPL
2017-01-10,27.4531192779541,27.51534956935505,27.266426645287005,27.374753318580193,97848400,AAPL
2017-01-11,27.60062599182129,27.642113433170522,27.335567436449203,27.367835251002603,110354400,AAPL
2017-01-12,27.485389709472656,27.496914685273296,27.24568463222756,27.404720154261426,108344800,AAPL
2017-01-13,27.43698501586914,27.57066698348872,27.38397259475647,27.453118925170525,104447600,AAPL
2017-01-17,27.658252716064453,27.713568729126564,27.247988915463793,27.275646042762673,137759200,AAPL
2017-01-18,27.655946731567383,27.773494795270068,27.591411091405693,27.658252078277247,94852000,AAPL
2017-01-19,27.607542037963867,27.678991952121173,27.513043934574924,27.519958215498,102389200,AAPL
2017-01-20,27.658252716064453,27.761970460363955,27.596022421177622,27.761970460363955,130391600,AAPL
2017-01-23,27.676687240600586,27.84494059777907,27.605235570879703,27.65824798657816,88200800,AAPL
2017-01-24,27.651336669921875,27.681299142071996,27.54300823900832,27.554533213623724,92844000,AAPL
2017-01-25,28.09156036376953,28.1422674339267,27.722784069622943,27.755051885456766,129510400,AAPL
2017-01-26,28.10538673400879,28.2206294196382,28.0270207933796,28.043154699029163,105350400,AAPL
2017-01-27,28.107698440551758,28.199892967378492,28.027028889002494,28.151491236448933,82251600,AAPL
2017-01-30,28.033937454223633,28.033937454223633,27.810368102223347,27.87259838402467,121510000,AAPL
2017-01-31,27.969411849975586,27.978631479928847,27.801158439106224,27.923315458673883,196804000,AAPL
2017-02-01,29.674991607666016,30.076037420535425,29.27394755326044,29.278556486970555,447940000,AAPL
2017-02-02,29.624290466308594,29.8225080662792,29.45142640297126,29.497524541606396,134841600,AAPL
2017-02-03,29.751062393188477,29.7764159334382,29.539016200613,29.573587611440406,98029200,AAPL
2017-02-06,30.029945373535156,30.078348861680695,29.70957076388482,29.762584945408168,107383600,AAPL
2017-02-07,30.315746307373047,30.44481757686772,30.066821637521187,30.08756448077676,152735200,AAPL
2017-02-08,30.43330192565918,30.47479114180842,30.244305656553134,30.27426989505373,92016400,AAPL
2017-02-09,30.65321159362793,30.660155853876027,30.352280698227574,30.474967338846795,113399600,AAPL
2017-02-10,30.583763122558594,30.77358230731125,30.567561027276486,30.662470619652815,80262000,AAPL
